zip_code,latitude,longitude
01460,42.54010,-71.48770
01462,42.58840,-71.72660
01463,42.66890,-71.59340
01464,42.57340,-71.64830
01467,42.48710,-71.61310
01468,42.54600,-72.06500
01469,42.65250,-71.68960
01470,42.61120,-71.57450
01471,42.61120,-71.57450
01472,42.60430,-71.62730
01473,42.54830,-71.90960
01474,42.66780,-71.75220
01475,42.67890,-72.04750
01501,42.20550,-71.83910
01503,42.38440,-71.63560
01504,42.02870,-71.52690
01505,42.33770,-71.73100
01506,42.19910,-72.09890
01507,42.13790,-71.96640
01508,42.14590,-71.98840
01509,42.17310,-71.97870
01510,42.41810,-71.68280
01515,42.21930,-72.04810
01516,42.05280,-71.75090
01518,42.12280,-72.11780
01519,42.20040,-71.68680
01520,42.34200,-71.84140
01521,42.04030,-72.15440
01522,42.37550,-71.87060
01523,42.45100,-71.68680
01524,42.23700,-71.91880
01525,42.09730,-71.64480
01526,42.09450,-71.74760
01527,42.19680,-71.76440
01529,42.03310,-71.57980
01531,42.31980,-72.13060
01532,42.31820,-71.64640
01534,42.14940,-71.65640
01535,42.26650,-72.08210
01536,42.22970,-71.70370
01537,42.16550,-71.88600
01538,42.08760,-71.64120
01540,42.11290,-71.86870
01541,42.45080,-71.87620
01542,42.19970,-71.90690
01543,42.37620,-71.94900
01545,42.28480,-71.72050
01546,42.36480,-71.89690
01550,42.07500,-72.03530
01560,42.17600,-71.69270
01561,42.44350,-71.68610
01562,42.24410,-71.99060
01564,42.43540,-71.77520
01566,42.11260,-72.08420
01568,42.17560,-71.60320
01569,42.07440,-71.63290
01570,42.05210,-71.84860
01571,42.04890,-71.89320
01581,42.26790,-71.61760
01583,42.35840,-71.78380
01585,42.24410,-72.15110
01586,42.17120,-71.80370
01588,42.11530,-71.66440
01590,42.12660,-71.75520
01601,42.26260,-71.80230
01602,42.27030,-71.84170
01603,42.24500,-71.83800
01604,42.25410,-71.77460
01605,42.28940,-71.78880
01606,42.31100,-71.79580
01607,42.23030,-71.79380
01608,42.26240,-71.80030
01609,42.28260,-71.82770
01610,42.24920,-71.81080
01611,42.23730,-71.87500
01612,42.30660,-71.92020
01613,42.29330,-71.80200
01614,42.26260,-71.80230
01615,42.26260,-71.80230
01653,42.36480,-71.89690
01655,42.36480,-71.89690
01701,42.30070,-71.42550
01702,42.28220,-71.43390
01703,42.44640,-71.45940
01704,42.44640,-71.45940
01705,42.44640,-71.45940
01718,42.48510,-71.43280
01719,42.48840,-71.51780
01720,42.47510,-71.44830
01721,42.25390,-71.45830
01730,42.48430,-71.27680
01731,42.45670,-71.27950
01740,42.43650,-71.60760
01741,42.52860,-71.35190
01742,42.45670,-71.37470
01745,42.29340,-71.50280
01746,42.20260,-71.43610
01747,42.12680,-71.53760
01748,42.21900,-71.53020
01749,42.39180,-71.56090
01752,42.35090,-71.54340
01754,42.43210,-71.45500
01756,42.09670,-71.54990
01757,42.15110,-71.52740
01760,42.28750,-71.35740
01770,42.23310,-71.37870
01772,42.29390,-71.53200
01773,42.42170,-71.31370
01775,42.43080,-71.51500
01776,42.38370,-71.42820
01778,42.34860,-71.35880
01784,42.23760,-71.56200
01801,42.48290,-71.15740
01803,42.50890,-71.20040
01805,42.50480,-71.19560
01810,42.64960,-71.15650
01812,42.64720,-71.18420
01813,42.47930,-71.15230
01815,42.47930,-71.15230
01821,42.55190,-71.25180
01822,42.55840,-71.26890
01824,42.59110,-71.35560
01825,42.57510,-71.07870
01826,42.67640,-71.31860
01827,42.67390,-71.49520
01830,42.78560,-71.07210
01831,42.77110,-71.12210
01832,42.77920,-71.10950
01833,42.72810,-70.98220
01834,42.75300,-71.02700
01835,42.75280,-71.08430
01840,42.70800,-71.16380
01841,42.71150,-71.16700
01842,42.70700,-71.16310
01843,42.69110,-71.16050
01844,42.72800,-71.18100
01845,42.68260,-71.10900
01850,42.65600,-71.30510
01851,42.63150,-71.33290
01852,42.63440,-71.29830
01853,42.63340,-71.31620
01854,42.64930,-71.33550
01860,42.83460,-71.00470
01862,42.57570,-71.29020
01863,42.63470,-71.39080
01864,42.58190,-71.09470
01865,42.53790,-71.26890
01866,42.52930,-71.22810
01867,42.52800,-71.10900
01876,42.60280,-71.22320
01879,42.67240,-71.41580
01880,42.50090,-71.06850
01885,42.70700,-71.06390
01886,42.58640,-71.44010
01887,42.55810,-71.17230
01888,42.47930,-71.15230
01889,42.57160,-71.10960
01890,42.45300,-71.14410
01899,42.65840,-71.13700
01901,42.46120,-70.94670
01902,42.46980,-70.94200
01903,42.46680,-70.94950
01904,42.48890,-70.96470
01905,42.46940,-70.97280
01906,42.46330,-71.01110
01907,42.47460,-70.90980
01908,42.42610,-70.92770
01910,42.45480,-70.97470
01913,42.85590,-70.93670
01915,42.56080,-70.87590
01921,42.67970,-71.01140
01922,42.75680,-70.93510
01923,42.56940,-70.94250
01929,42.62860,-70.78280
01930,42.62080,-70.67210
01931,42.61590,-70.66200
01936,42.63540,-70.87910
01937,42.58620,-70.97450
01938,42.68090,-70.84940
01940,42.53270,-71.03390
01944,42.57960,-70.76740
01945,42.49840,-70.86530
01949,42.59420,-71.01300
01950,42.81300,-70.88470
01951,42.78350,-70.84740
01952,42.85070,-70.85880
01960,42.53260,-70.96120
01961,42.63540,-70.87910
01965,42.55810,-70.82570
01966,42.65800,-70.61940
01969,42.71380,-70.90700
01970,42.51510,-70.90030
01971,42.63540,-70.87910
01982,42.61850,-70.85610
01983,42.64150,-70.94880
01984,42.60170,-70.87860
01985,42.79490,-70.97780
02018,42.17450,-70.88370
02019,42.07460,-71.47680
02020,42.08180,-70.64390
02021,42.16450,-71.13550
02025,42.23950,-70.81280
02026,42.24370,-71.16370
02027,42.18000,-71.08920
02030,42.23620,-71.28540
02032,42.15320,-71.21790
02035,42.06490,-71.24410
02038,42.09350,-71.40580
02040,42.17930,-70.74950
02041,42.06960,-70.64910
02043,42.22450,-70.89110
02044,42.24180,-70.88980
02045,42.28530,-70.87540
02047,42.14280,-70.69350
02048,42.02120,-71.21780
02050,42.10620,-70.69930
02051,42.15120,-70.73410
02052,42.18450,-71.30480
02053,42.15140,-71.42170
02054,42.16690,-71.36070
02055,42.24040,-70.76200
02056,42.11770,-71.32690
02059,42.14320,-70.77030
02060,42.21900,-70.78560
02061,42.15960,-70.82170
02062,42.18680,-71.20330
02065,42.09720,-70.65160
02066,42.20320,-70.75250
02067,42.10940,-71.17590
02070,42.03480,-71.38700
02071,42.09920,-71.27520
02072,42.12530,-71.10740
02081,42.14440,-71.25440
02090,42.21480,-71.21040
02093,42.06170,-71.33960
02108,42.35760,-71.06840
02109,42.36000,-71.05450
02110,42.35760,-71.05140
02111,42.35030,-71.06290
02112,42.35840,-71.05980
02113,42.36570,-71.05600
02114,42.36110,-71.06820
02115,42.34270,-71.09220
02116,42.34920,-71.07680
02117,42.35850,-71.05800
02118,42.33620,-71.07290
02119,42.32510,-71.09530
02120,42.33070,-71.09120
02121,42.29730,-71.07450
02122,42.29730,-71.07450
02123,42.33890,-70.91960
02124,42.29180,-71.07170
02125,42.29730,-71.07450
02126,42.27390,-71.09390
02127,42.33470,-71.03750
02128,42.36420,-71.02570
02129,42.37780,-71.06270
02130,42.31260,-71.11150
02131,42.28360,-71.12950
02132,42.27870,-71.15890
02133,42.35840,-71.05980
02134,42.35350,-71.13290
02135,42.34780,-71.15660
02136,42.25400,-71.12610
02137,42.24040,-71.13700
02138,42.37700,-71.12560
02139,42.36470,-71.10420
02140,42.39320,-71.13380
02141,42.36870,-71.08360
02142,42.36200,-71.08300
02143,42.38290,-71.10280
02144,42.40030,-71.12210
02145,42.39070,-71.09290
02148,42.42910,-71.06050
02149,42.41120,-71.05140
02150,42.39630,-71.03250
02151,42.41380,-71.00520
02152,42.37630,-70.98000
02153,42.41840,-71.10620
02155,42.41730,-71.10870
02156,42.42230,-71.13280
02163,42.32530,-71.11220
02169,42.24910,-70.99780
02170,42.26710,-71.01860
02171,42.28250,-71.02410
02176,42.45810,-71.06320
02180,42.48280,-71.09780
02184,42.20930,-70.99630
02185,42.18000,-71.08920
02186,42.25370,-71.07710
02187,42.26680,-71.07170
02188,42.21130,-70.95820
02189,42.21400,-70.92030
02190,42.17510,-70.94950
02191,42.24590,-70.94670
02196,42.35840,-71.05980
02199,42.34790,-71.08250
02201,42.35840,-71.05980
02203,42.36150,-71.06040
02204,42.33890,-70.91960
02205,42.35030,-71.05390
02206,42.33890,-70.91960
02210,42.34890,-71.04650
02211,42.35840,-71.05980
02212,42.35840,-71.05980
02215,42.34710,-71.10270
02217,42.33890,-70.91960
02222,42.36440,-71.06330
02238,42.37510,-71.10560
02241,42.35840,-71.05980
02266,42.35840,-71.05980
02269,42.25290,-71.00230
02283,42.33890,-70.91960
02284,42.33890,-70.91960
02293,42.35840,-71.05980
02297,42.35840,-71.05980
02298,42.38230,-71.03230
02301,42.07940,-71.04000
02302,42.08470,-71.00020
02303,42.08340,-71.01840
02304,42.08340,-71.01840
02305,42.08340,-71.01840
02322,42.12580,-71.04370
02324,41.97730,-70.97230
02325,41.98730,-70.97280
02327,42.04070,-70.82720
02330,41.88830,-70.76780
02331,41.97050,-70.70140
02332,42.03990,-70.71630
02333,42.03150,-70.94500
02334,42.02350,-71.13240
02337,42.00980,-70.96200
02338,42.00020,-70.84480
02339,42.12140,-70.85700
02340,42.11370,-70.81610
02341,42.06160,-70.86510
02343,42.14640,-71.00830
02344,41.89320,-70.91120
02345,41.88820,-70.58100
02346,41.88840,-70.89300
02347,41.83740,-70.95820
02348,41.84590,-70.94950
02349,41.89320,-70.91120
02350,42.01850,-70.84750
02351,42.11670,-70.95430
02355,41.91690,-70.80130
02356,42.05900,-71.11230
02357,42.06450,-71.08710
02358,42.09320,-70.79250
02359,42.06210,-70.80440
02360,41.91040,-70.64200
02361,41.97050,-70.70140
02362,41.95840,-70.66730
02364,41.99500,-70.74100
02366,41.85010,-70.70440
02367,41.96550,-70.80460
02368,42.17360,-71.05140
02370,42.12930,-70.91330
02375,42.02570,-71.09880
02379,42.02550,-71.01610
02381,41.93160,-70.56110
02382,42.08160,-70.93810
02420,42.45630,-71.21670
02421,42.44260,-71.22650
02445,42.32590,-71.13410
02446,42.34310,-71.12300
02447,42.33290,-71.11620
02451,42.39860,-71.24510
02452,42.39430,-71.21800
02453,42.36540,-71.23170
02454,42.35670,-71.25050
02455,42.36210,-71.20550
02456,42.44640,-71.45940
02457,42.29870,-71.25950
02458,42.35280,-71.18750
02459,42.33410,-71.18330
02460,42.35200,-71.20840
02461,42.31680,-71.20840
02462,42.32990,-71.25620
02464,42.31290,-71.21950
02465,42.34920,-71.22670
02466,42.34410,-71.24800
02467,42.31640,-71.16120
02468,42.32710,-71.23150
02471,42.37090,-71.18280
02472,42.37000,-71.17730
02474,42.42020,-71.15650
02475,42.42040,-71.18010
02476,42.41620,-71.17520
02477,42.37090,-71.18280
02478,42.39590,-71.17870
02479,42.38760,-71.18280
02481,42.31060,-71.27470
02482,42.29450,-71.29920
02492,42.27980,-71.25010
02493,42.35890,-71.30010
02494,42.29450,-71.23280
02495,42.36260,-71.20230
02532,41.74550,-70.59050
02534,41.66940,-70.62340
02535,41.35750,-70.74160
02536,41.59680,-70.56710
02537,41.72830,-70.44000
