zip_code,latitude,longitude
11695,40.65140,-73.87080
11697,40.55940,-73.90670
11701,40.68420,-73.41710
11702,40.69570,-73.32570
11703,40.73210,-73.32360
11704,40.71350,-73.35460
11705,40.74440,-73.05420
11706,40.70510,-73.24300
11707,40.71820,-73.35430
11709,40.90740,-73.56010
11710,40.67290,-73.53650
11713,40.77330,-72.94690
11714,40.74000,-73.48570
11715,40.75010,-73.03520
11716,40.76780,-73.11630
11717,40.78090,-73.25030
11718,40.72800,-73.26460
11719,40.78430,-72.89210
11720,40.87050,-73.08220
11721,40.89290,-73.37540
11722,40.78660,-73.19610
11724,40.86010,-73.44230
11725,40.84300,-73.27990
11726,40.67780,-73.39630
11727,40.88500,-73.00690
11729,40.75910,-73.32570
11730,40.72820,-73.18050
11731,40.85700,-73.31460
11732,40.84720,-73.53490
11733,40.94260,-73.11160
11735,40.73150,-73.43270
11737,40.73260,-73.44540
11738,40.83660,-73.04130
11739,40.72970,-73.16070
11740,40.86210,-73.36460
11741,40.79640,-73.07180
11742,40.81050,-73.04160
11743,40.86760,-73.41020
11746,40.81430,-73.36340
11747,40.79460,-73.40300
11749,40.80670,-73.17090
11751,40.73480,-73.22210
11752,40.75480,-73.18270
11753,40.78810,-73.53310
11754,40.88610,-73.24380
11755,40.85670,-73.11680
11756,40.72540,-73.51660
11757,40.68840,-73.37450
11758,40.66820,-73.45880
11760,40.79340,-73.41510
11762,40.68070,-73.44440
11763,40.81740,-72.98520
11764,40.94360,-72.99130
11765,40.88570,-73.55260
11766,40.92710,-73.01270
11767,40.84620,-73.14820
11768,40.90510,-73.33090
11769,40.73820,-73.12970
11770,40.64430,-73.16130
11771,40.86600,-73.52720
11772,40.76090,-72.98710
11773,40.82620,-73.50210
11775,40.79340,-73.41510
11776,40.91360,-73.04640
11777,40.94570,-73.06110
11778,40.94920,-72.93570
11779,40.80830,-73.13050
11780,40.88130,-73.15910
11782,40.74590,-73.08590
11783,40.67950,-73.49100
11784,40.86990,-73.04480
11786,40.94850,-72.89270
11787,40.85420,-73.21380
11788,40.82310,-73.19580
11789,40.95670,-72.97420
11790,40.90680,-73.12770
11791,40.81460,-73.50240
11792,40.95200,-72.83480
11793,40.68500,-73.51030
11794,40.92570,-73.14090
11795,40.71170,-73.30070
11796,40.73200,-73.10000
11797,40.81540,-73.47160
11798,40.75230,-73.37610
11801,40.76230,-73.52300
11802,40.76840,-73.52510
11803,40.77810,-73.48160
11804,40.76500,-73.45750
11815,40.75480,-73.60180
11819,40.76840,-73.52510
11853,40.79200,-73.53980
11901,40.92620,-72.65200
11930,40.98950,-72.09590
11931,40.94450,-72.62700
11932,40.93390,-72.30770
11933,40.92970,-72.74230
11934,40.79970,-72.79700
11935,41.01390,-72.48030
11937,40.99300,-72.17900
11939,41.12640,-72.34190
11940,40.80900,-72.75380
11941,40.82970,-72.72830
11942,40.84280,-72.58130
11944,41.10390,-72.36740
11946,40.87260,-72.52020
11947,40.94950,-72.58150
11948,40.96740,-72.55400
11949,40.84210,-72.80020
11950,40.80640,-72.85660
11951,40.76570,-72.85370
11952,40.99430,-72.53630
11953,40.87820,-72.95250
11954,41.04590,-71.94400
11955,40.80950,-72.82290
11956,40.99150,-72.47590
11957,41.14370,-72.28790
11958,41.03920,-72.46660
11959,40.82260,-72.60120
11960,40.80860,-72.70640
11961,40.90180,-72.88810
11962,40.93050,-72.27070
11963,40.98200,-72.30670
11964,41.06400,-72.33660
11965,41.08400,-72.35590
11967,40.80150,-72.86760
11968,40.90430,-72.41030
11969,40.88430,-72.38950
11970,40.93650,-72.57730
11971,41.05550,-72.42900
11972,40.81950,-72.70540
11973,40.86780,-72.88220
11975,40.93960,-72.24250
11976,40.92090,-72.34910
11977,40.81800,-72.66990
11978,40.82950,-72.64730
11980,40.83700,-72.91740
12007,42.45610,-73.92770
12008,42.85730,-73.90020
12009,42.70630,-74.01930
12010,42.93870,-74.18820
12015,42.27360,-73.81520
12016,42.92950,-74.31650
12017,42.32230,-73.45500
12018,42.63650,-73.55040
12019,42.91920,-73.85520
12020,43.00500,-73.84860
12022,42.69190,-73.37020
12023,42.61080,-74.14660
12024,42.49500,-73.51070
12025,43.07270,-74.16840
12027,42.93290,-73.89600
12028,42.96010,-73.44970
12029,42.41320,-73.41590
12031,42.76480,-74.45690
12032,43.19220,-74.51690
12033,42.53760,-73.70710
12035,42.73700,-74.34510
12036,42.53300,-74.68190
12037,42.34960,-73.58730
12040,42.64670,-73.37160
12041,42.57590,-73.96400
12042,42.36590,-73.85100
12043,42.68400,-74.49390
12045,42.47570,-73.79770
12046,42.48650,-73.92060
12047,42.77540,-73.71240
12050,42.31720,-73.74860
12051,42.35010,-73.81990
12052,42.76670,-73.47190
12053,42.74800,-74.18680
12054,42.61580,-73.83730
12055,42.61490,-73.97080
12056,42.77080,-74.08390
12057,42.98080,-73.35220
12058,42.35270,-73.90620
12059,42.61910,-74.05550
12060,42.43300,-73.49030
12061,42.59510,-73.68260
12062,42.53520,-73.49840
12063,42.56370,-73.62740
12064,42.63210,-74.66740
12065,42.84990,-73.78510
12066,42.77170,-74.28820
12067,42.55500,-73.92370
12068,42.95710,-74.40210
12069,42.94230,-74.28510
12070,42.97650,-74.24840
12071,42.59230,-74.43810
12072,42.90360,-74.35980
12073,42.66260,-74.23260
12074,43.02170,-74.02900
12075,42.30360,-73.64860
12076,42.41080,-74.40030
12077,42.59710,-73.79590
12078,43.06160,-74.33750
12082,42.77260,-73.44680
12083,42.41130,-74.02220
12084,42.69730,-73.89750
12085,42.70200,-73.96620
12086,42.96950,-74.15560
12087,42.42900,-73.80930
12089,42.86670,-73.31810
12090,42.89370,-73.35810
12092,42.70450,-74.36480
12093,42.49990,-74.61170
12094,42.87690,-73.49890
12095,43.00690,-74.37150
12106,42.37670,-73.71830
12107,42.66000,-74.11680
12108,43.66760,-74.45690
12110,42.74620,-73.76300
12115,42.47250,-73.58070
12116,42.53710,-74.90300
12117,43.14110,-74.24440
12118,42.91680,-73.72140
12120,42.45150,-74.13150
12121,42.84120,-73.60770
12122,42.56370,-74.32920
12123,42.52710,-73.61180
12124,42.44420,-73.78820
12125,42.47590,-73.37730
12128,42.72500,-73.76430
12130,42.44000,-73.66630
12131,42.48990,-74.42820
12132,42.47050,-73.63000
12133,42.92610,-73.34640
12134,43.26620,-74.22880
12136,42.43570,-73.55450
12137,42.84990,-74.12310
12138,42.74950,-73.34010
12139,43.44810,-74.52630
12140,42.69180,-73.56270
12141,42.73180,-74.18540
12143,42.47540,-73.82200
12144,42.63590,-73.72190
12147,42.51330,-74.14740
12148,42.85240,-73.87010
12149,42.64240,-74.57100
12150,42.87450,-74.04650
12151,42.92470,-73.78590
12153,42.63790,-73.49890
12154,42.91440,-73.61540
12155,42.59000,-74.81490
12156,42.48160,-73.74800
12157,42.66150,-74.30470
12158,42.54860,-73.81290
12159,42.64850,-73.87110
12160,42.75990,-74.36420
12161,42.53170,-73.84730
12164,43.50420,-74.36670
12165,42.30910,-73.50080
12166,42.84840,-74.45360
12167,42.41740,-74.60980
12168,42.54870,-73.37400
12169,42.58550,-73.41540
12170,43.00190,-73.66090
12172,42.28570,-73.73350
12173,42.35960,-73.76130
12174,42.34400,-73.73480
12175,42.53500,-74.54520
12176,42.38510,-73.95870
12177,42.95540,-74.28510
12180,42.72870,-73.66830
12181,42.73870,-73.67390
12182,42.78290,-73.66480
12183,42.74600,-73.69430
12184,42.43210,-73.66830
12185,42.88550,-73.54370
12186,42.64310,-73.94480
12187,42.66040,-74.50740
12188,42.81000,-73.69950
12189,42.72980,-73.71230
12190,43.40120,-74.28860
12192,42.40290,-73.82830
12193,42.51560,-74.03940
12194,42.55060,-74.46310
12195,42.48620,-73.46620
12196,42.63800,-73.61090
12197,42.60490,-74.72990
12198,42.68780,-73.63830
12201,42.65260,-73.75620
12202,42.64130,-73.76410
12203,42.70030,-73.85750
12204,42.68470,-73.73540
12205,42.71980,-73.82070
12206,42.66830,-73.77440
12207,42.65260,-73.75620
12208,42.65600,-73.79640
12209,42.64170,-73.78540
12210,42.65680,-73.76050
12211,42.71300,-73.77390
12212,42.71680,-73.81040
12214,42.65260,-73.75620
12220,42.65260,-73.75620
12222,42.68530,-73.82530
12223,42.65260,-73.75620
12224,42.65260,-73.75620
12225,42.65260,-73.75620
12226,42.65260,-73.75620
12227,42.65260,-73.75620
12228,42.65260,-73.75620
12229,42.65260,-73.75620
12230,42.65260,-73.75620
12231,42.65260,-73.75620
12232,42.65260,-73.75620
12233,42.65260,-73.75620
12234,42.65260,-73.75620
12235,42.65260,-73.75620
12236,42.65260,-73.75620
12237,42.65260,-73.75620
12238,42.65260,-73.75620
12239,42.65260,-73.75620
12240,42.65260,-73.75620
12241,42.65260,-73.75620
12242,42.65260,-73.75620
12243,42.65260,-73.75620
12244,42.65260,-73.75620
12245,42.65260,-73.75620
12246,42.64710,-73.75030
12247,42.65260,-73.75620
12248,42.65260,-73.75620
12249,42.65260,-73.75620
12250,42.65260,-73.75620
12252,42.65260,-73.75620
12255,42.65260,-73.75620
12256,42.65260,-73.75620
12257,42.65260,-73.75620
12260,42.65260,-73.75620
12261,42.65260,-73.75620
12288,42.65260,-73.75620
12301,42.81420,-73.93960
12302,42.88000,-73.99130
12303,42.78230,-73.94480
12304,42.78410,-73.90940
12305,42.81610,-73.93980
12306,42.79040,-73.98090
12307,42.80470,-73.93630
12308,42.81790,-73.92060
12309,42.80910,-73.86930
12325,42.83330,-74.05800
12345,42.81420,-73.93960
12401,41.96970,-74.06680
12402,41.92700,-73.99740
12404,41.80830,-74.23530
12405,42.33040,-74.08570
12406,42.14170,-74.57210
12407,42.30370,-74.33350
12409,42.04060,-74.15510
12410,42.07400,-74.45300
12411,41.87520,-74.04360
12412,42.00480,-74.26580
12413,42.30960,-74.01150
12414,42.22760,-73.89850
12416,42.09500,-74.27170
12417,41.90760,-73.98930
12418,42.36290,-74.16310
12419,41.84670,-74.10380
12420,41.66980,-74.38010
12421,42.25220,-74.54070
12422,42.40200,-74.18490
12423,42.38600,-74.11170
12424,42.24690,-74.13530
12427,42.16430,-74.12450
12428,41.72180,-74.41410
12429,41.82790,-73.96510
12430,42.17720,-74.54730
12431,42.38150,-74.06230
12432,42.04370,-73.94740
12433,42.00530,-74.15320
12434,42.36200,-74.49400
12435,41.72810,-74.52010
12436,42.19550,-74.10230
12438,42.20790,-74.60120
12439,42.28980,-74.21650
12440,41.81670,-74.13110
12441,42.14430,-74.48990
12442,42.23330,-74.24160
12443,41.93270,-74.06870
12444,42.26940,-74.27930
12446,41.79390,-74.30350
12448,42.07330,-74.21230
12449,41.99180,-73.99240
12450,42.13320,-74.24430
12451,42.30450,-73.94570
12452,42.24040,-74.36540
12453,42.09870,-73.93540
12454,42.29950,-74.16550
12455,42.18520,-74.61780
12456,42.03570,-74.00020
12457,42.04350,-74.24850
12458,41.75900,-74.38040
12459,42.20940,-74.68370
12460,42.40980,-74.15240
12461,41.87500,-74.27340
12463,42.17290,-74.01670
12464,42.08480,-74.31540
12465,42.13310,-74.48020
12466,41.89480,-73.97670
12468,42.29790,-74.38950
12469,42.45630,-74.24200
12470,42.29590,-74.07730
12471,41.84030,-74.03060
12472,41.84020,-74.07300
12473,42.26780,-74.05230
12474,42.29570,-74.56310
12475,42.01760,-74.00790
12477,42.07380,-73.97970
12480,42.13630,-74.37740
12481,41.97670,-74.21190
12482,42.26810,-73.95540
12483,41.66390,-74.42450
12484,41.86160,-74.16970
12485,42.19560,-74.13380
12486,41.83380,-74.06260
12487,41.86510,-73.99480
12489,41.76060,-74.35350
12490,42.12310,-73.93490
12491,41.99730,-74.10490
12492,42.20460,-74.36200
12493,41.79530,-73.98090
12494,41.96730,-74.28710
12495,42.08490,-74.24070
12496,42.31750,-74.26200
12498,42.03480,-74.11200
12501,41.84470,-73.55420
12502,42.08510,-73.64240
12503,42.03810,-73.58190
12504,42.01290,-73.90820
12506,41.87560,-73.69120
12507,42.00050,-73.91990
12508,41.50970,-73.96340
12510,41.67120,-73.76320
12511,41.54620,-73.95960
12512,41.55280,-73.96820
12513,42.22510,-73.73460
12514,41.86930,-73.76590
12515,41.67490,-74.05570
12516,42.11130,-73.55260
12517,42.13670,-73.51080
12518,41.41620,-74.03950
12520,41.43300,-74.00610
12521,42.17600,-73.65710
12522,41.73510,-73.58700
12523,42.09020,-73.78180
12524,41.54040,-73.89790
12525,41.65760,-74.16720
12526,42.12190,-73.86250
12527,41.52020,-73.93330
12528,41.71670,-73.99280
12529,42.18680,-73.54830
12530,42.20540,-73.69120
12531,41.53250,-73.66280
12533,41.56030,-73.79390
12534,42.24700,-73.75520
12537,41.58240,-73.93630
12538,41.78870,-73.90630
12540,41.66150,-73.74500
12541,42.14210,-73.75740
12542,41.60560,-73.98800
12543,41.48860,-74.21630
12544,42.25960,-73.66800
12545,41.78030,-73.68850
12546,41.95360,-73.52870
12547,41.65350,-73.97720
12548,41.65030,-74.10360
12549,41.53330,-74.25340
12550,41.53720,-74.05260
12551,41.50340,-74.01040
12552,41.50340,-74.01040
12553,41.47240,-74.05660
12555,41.50340,-74.01040
12561,41.74640,-74.10920
12563,41.48880,-73.58150
12564,41.57490,-73.59480
12565,42.24850,-73.64630
12566,41.61780,-74.32630
12567,41.98960,-73.66020
12568,41.64120,-74.07810
12569,41.74700,-73.81430
12570,41.61940,-73.67830
12571,42.00640,-73.85460
12572,41.92720,-73.88880
12574,41.91510,-73.95170
12575,41.45750,-74.16590
12577,41.44970,-74.12140
12578,41.80500,-73.80130
12580,41.85020,-73.89880
12581,41.88770,-73.69450
12582,41.55120,-73.72550
12583,42.05790,-73.90250
12584,41.46410,-74.05910
12585,41.72270,-73.71840
12586,41.55960,-74.17640
12588,41.63370,-74.37790
12589,41.61600,-74.14390
12590,41.59500,-73.88760
12592,41.77590,-73.55440
12594,41.65380,-73.55560
12601,41.70350,-73.91170
12602,41.75990,-73.74370
12603,41.69070,-73.86210
12604,41.75990,-73.74370
12701,41.65160,-74.70070
12719,41.49120,-74.91520
12720,41.66930,-74.89400
12721,41.56440,-74.43040
12722,41.59010,-74.38210
12723,41.76730,-75.05630
12724,41.83680,-74.94660
12725,41.96570,-74.52930
12726,41.69200,-74.97410
12727,41.65480,-74.98270
12729,41.47760,-74.59760
12732,41.53280,-74.89680
12733,41.72730,-74.61540
12734,41.73490,-74.73450
12736,41.87820,-75.03430
12737,41.48580,-74.79950
12738,41.65450,-74.58330
12740,41.88070,-74.51270
12741,41.83910,-75.05340
12742,41.71430,-74.72630
12743,41.53090,-74.85160
12745,41.76290,-75.03060
12746,41.41790,-74.63100
12747,41.73560,-74.67430
12748,41.77840,-74.91960
12749,41.68740,-74.83580
12750,41.72960,-74.96110
12751,41.68380,-74.67240
12752,41.67820,-74.99490
12754,41.79620,-74.74840
12758,41.87780,-74.82700
12759,41.77890,-74.66140
12760,41.86440,-75.09420
12762,41.68100,-74.80280
12763,41.69180,-74.53580
12764,41.59210,-75.01070
12765,41.84920,-74.61270
12766,41.81420,-74.98240
12767,41.84480,-75.00710
12768,41.85170,-74.73590
12769,41.65150,-74.43620
12770,41.45110,-74.84100
12771,41.37860,-74.66910
12775,41.61340,-74.58720
12776,41.96090,-74.93460
12777,41.56910,-74.72410
12778,41.66150,-74.81780
12779,41.70420,-74.64440
12780,41.44430,-74.72130
12781,41.62150,-74.45070
12783,41.72850,-74.83410
12784,41.66810,-74.62520
12785,41.49870,-74.55850
12786,41.64850,-74.86540
12787,41.80020,-74.82860
12788,41.77080,-74.59280
12789,41.71700,-74.58150
12790,41.58770,-74.50390
12791,41.80320,-74.88880
12792,41.52260,-74.93290
12801,43.31150,-73.64480
12803,43.28360,-73.62940
12804,43.32900,-73.68180
12808,43.71650,-73.78250
12809,43.23810,-73.46410
12810,43.48390,-73.88170
12811,43.61480,-74.02490
12812,43.85530,-74.44350
12814,43.57660,-73.67140
12815,43.69890,-73.72050
12816,43.04660,-73.38140
12817,43.64510,-73.80660
12819,43.64350,-73.43260
12820,43.47180,-73.63930
12821,43.46140,-73.40330
12822,43.24260,-73.83690
12823,43.18370,-73.42680
12824,43.51560,-73.70010
12827,43.42850,-73.47840
12828,43.26530,-73.58220
12831,43.18030,-73.70530
12832,43.37760,-73.29780
12833,43.14010,-73.83980
12834,43.09470,-73.50300
12835,43.31730,-73.84820
12836,43.74630,-73.52820
12837,43.52480,-73.25180
12838,43.34930,-73.40490
12839,43.31490,-73.57460
12841,43.63920,-73.50710
12842,43.76060,-74.27660
12843,43.58600,-73.91650
12844,43.47540,-73.62720
12845,43.41670,-73.69750
12846,43.31650,-73.82280
12847,43.94770,-74.46620
12848,43.10010,-73.52460
12849,43.45080,-73.30310
12850,43.09750,-74.01670
12851,43.78110,-73.98350
12852,43.94600,-74.12990
12853,43.69780,-73.98600
12854,43.45250,-73.34100
12855,43.98690,-73.71210
12856,43.72370,-74.08730
12857,43.77990,-73.93350
12858,43.89140,-73.64500
12859,43.17240,-73.88390
12860,43.73120,-73.81930
12861,43.75600,-73.41230
12862,43.66170,-73.89710
12863,43.06620,-73.92150
12864,43.72840,-74.30570
12865,43.18280,-73.33270
12866,43.07080,-73.74080
12870,43.84120,-73.76740
12871,43.08780,-73.60070
12872,43.87590,-73.73040
12873,43.11060,-73.32310
12874,43.69780,-73.50710
12878,43.42140,-73.94950
12879,43.96970,-74.16620
12883,43.84630,-73.44260
12884,43.08840,-73.59170
12885,43.50030,-73.79200
12886,43.63130,-73.93640
12887,43.55310,-73.38640
12901,44.69270,-73.46600
12903,44.68540,-73.44740
12910,44.88160,-73.64080
12911,44.50500,-73.48010
12912,44.44990,-73.68570
12913,44.39850,-74.08290
12914,44.94790,-74.59470
12915,44.85780,-74.03350
12916,44.82820,-74.52230
12917,44.91770,-74.17310
12918,44.68620,-73.67020
12919,44.97730,-73.44660
12920,44.90880,-74.07410
12921,44.88840,-73.45010
12922,44.28670,-74.67590
12923,44.94320,-73.93550
12924,44.47770,-73.58430
12926,44.94170,-74.32970
12927,44.22900,-74.85810
12928,43.95260,-73.46650
12929,44.72000,-73.71920
12930,44.72330,-74.55230
12932,44.22450,-73.60110
12933,44.89390,-73.83650
12934,44.84440,-73.86850
12935,44.91630,-73.78760
12936,44.28070,-73.37310
12937,44.97310,-74.49290
12939,44.43200,-74.18100
12941,44.37340,-73.72470
12942,44.25550,-73.79150
12943,44.20240,-73.77310
12944,44.49990,-73.47450
12945,44.33750,-74.23810
12946,44.27960,-73.98200
12949,44.74690,-74.66040
12950,44.30750,-73.54910
12952,44.72550,-73.91950
12953,44.84820,-74.29280
12955,44.80430,-73.97300
12956,44.08760,-73.52360
12957,44.85040,-74.56030
12958,44.95920,-73.58340
12959,44.96020,-73.67300
12960,44.04380,-73.50790
12961,44.06120,-73.50980
12962,44.68940,-73.57720
12964,44.15950,-73.60590
12965,44.70300,-74.68050
12966,44.85320,-74.41910
12967,44.77500,-74.66530
12969,44.73080,-74.13420
12970,44.44500,-74.26640
12972,44.58510,-73.52930
12973,44.23430,-74.55600
12974,44.04650,-73.47050
12975,44.52640,-73.40920
12976,44.46700,-74.17290
12977,44.28020,-74.07950
12978,44.61640,-73.80870
12979,44.98840,-73.36910
12980,44.65780,-74.51550
12981,44.70320,-73.74810
12983,44.32430,-74.13300
12985,44.62870,-73.55790
12986,44.23200,-74.49050
12987,44.33640,-73.77570
12989,44.46010,-74.05730
12992,44.79700,-73.51120
12993,44.20500,-73.47020
12995,44.80570,-74.25230
12996,44.36040,-73.39630
12997,44.37550,-73.84310
12998,44.08270,-73.53060
13020,42.81870,-76.07240
13021,42.93000,-76.56260
13022,42.93170,-76.56610
13024,42.93170,-76.56610
13026,42.74720,-76.67750
13027,43.16200,-76.32370
13028,43.27170,-75.93730
13029,43.22520,-76.13510
13030,43.15900,-75.97000
13031,43.04170,-76.28070
13032,43.08780,-75.76020
13033,43.17940,-76.56480
13034,42.91420,-76.70240
13035,42.93800,-75.83920
13036,43.30900,-76.18490
13037,43.05520,-75.87680
13039,43.17070,-76.09620
13040,42.53850,-75.90300
13041,43.17370,-76.17070
13042,43.24320,-75.85370
13043,43.04200,-75.74080
13044,43.27280,-76.00420
13045,42.59520,-76.18570
13051,42.87650,-75.91350
13052,42.74940,-75.85820
13053,42.48610,-76.28720
13054,43.15790,-75.67140
13056,42.67720,-76.10520
13057,43.07340,-76.05580
13060,43.02520,-76.43520
13061,42.85620,-75.75430
13062,42.48510,-76.38350
13063,42.85310,-75.98360
13064,43.43130,-76.20040
13065,42.82270,-76.80200
13066,43.02680,-76.01450
13068,42.49980,-76.36360
13069,43.32110,-76.40340
13071,42.67460,-76.54180
13072,42.76310,-75.74430
13073,42.58550,-76.36330
13074,43.31110,-76.54600
13076,43.35270,-76.14770
13077,42.67260,-76.18780
13078,42.98300,-76.07660
13080,43.06510,-76.45980
13081,42.66350,-76.62160
13082,43.09810,-75.95500
13083,43.64290,-76.05030
13084,42.89100,-76.10610
13087,42.70700,-76.15610
13088,43.10990,-76.18700
13089,43.02140,-76.19770
13090,43.15280,-76.22350
13092,42.65580,-76.41540
13093,43.49870,-76.38580
13101,42.59480,-76.08200
13102,42.55420,-76.29270
13103,43.32370,-76.11660
13104,42.99040,-75.97030
13107,43.45780,-76.15340
13108,42.98210,-76.33230
13110,42.89740,-76.28060
13111,43.26610,-76.62890
13112,43.09340,-76.40300
13113,43.16560,-76.53690
13114,43.46050,-76.24460
13115,43.39770,-76.48240
13116,43.07720,-76.00980
13117,43.01010,-76.70330
13118,42.73550,-76.39900
13119,42.97450,-76.44080
13120,42.95590,-76.15290
13121,43.48340,-76.31500
13122,42.84410,-75.86350
13123,43.23640,-75.77690
13124,42.63720,-75.81640
13126,43.43940,-76.46130
13131,43.41530,-76.10000
13132,43.26090,-76.23950
13134,42.96860,-75.67940
13135,43.24680,-76.30640
13136,42.59690,-75.84650
13137,43.15770,-76.44700
13138,42.89900,-76.01600
13139,42.74210,-76.62850
13140,43.04270,-76.64490
13141,42.79500,-76.21410
13142,43.55620,-76.12520
13143,43.22910,-76.71460
13144,43.57760,-76.00290
13145,43.65170,-76.12640
13146,43.09340,-76.75650
13147,42.77080,-76.58620
13148,42.90940,-76.79250
13152,42.92580,-76.40520
13153,42.99310,-76.45600
13154,43.13440,-76.76560
13155,42.66260,-75.76690
13156,43.32960,-76.67470
13157,43.19650,-75.73050
13158,42.70850,-76.01890
13159,42.80700,-76.13940
13160,42.83350,-76.67400
13162,43.18850,-75.71260
13163,43.07530,-75.70690
13164,43.09320,-76.29040
13165,42.90450,-76.87550
13166,43.04890,-76.54250
13167,43.28820,-76.07970
13201,43.04810,-76.14740
13202,43.04100,-76.14890
13203,43.06070,-76.13690
13204,43.04440,-76.17580
13205,43.01230,-76.14520
13206,43.06770,-76.11020
13207,43.01950,-76.16500
13208,43.07300,-76.14860
13209,43.08470,-76.24050
13210,43.03540,-76.12820
13211,43.10360,-76.11950
13212,43.12260,-76.12840
13214,43.03970,-76.07220
13215,42.97220,-76.22760
13217,43.02140,-76.19770
13218,43.02140,-76.19770
13219,43.04090,-76.22620
13220,43.12340,-76.12820
13221,43.04810,-76.14740
13224,43.04210,-76.10460
13225,43.02140,-76.19770
13235,43.05590,-76.15260
13244,43.03770,-76.13960
13250,43.02140,-76.19770
13251,43.02140,-76.19770
13252,43.05100,-76.15670
13261,43.04810,-76.14740
13290,43.06760,-76.17140
13301,43.41570,-75.21370
13302,43.49700,-75.97190
13303,43.34450,-75.45090
13304,43.22370,-75.16120
13305,43.88700,-75.42740
13308,43.23030,-75.68730
13309,43.47860,-75.34400
13310,42.89400,-75.56780
13312,43.68870,-75.29210
13313,42.87920,-75.26720
13314,42.81280,-75.31770
13315,42.75160,-75.16900
13316,43.33920,-75.75430
13317,42.86710,-74.59560
13318,42.90690,-75.26070
13319,43.02260,-75.26560
13320,42.78230,-74.74440
13321,43.09230,-75.37960
13322,42.98010,-75.25100
13323,43.05860,-75.38080
13324,43.30240,-74.99770
13325,43.56300,-75.45840
13326,42.70050,-74.92430
13327,43.90950,-75.35420
13328,42.98180,-75.43830
13329,43.10420,-74.76430
13331,43.81670,-74.88620
13332,42.71970,-75.55890
13333,42.83360,-74.82330
13334,42.84840,-75.63140
13335,42.69790,-75.24380
13337,42.72520,-74.98690
13338,43.47370,-75.17870
13339,42.93720,-74.64330
13340,43.04400,-75.10720
13341,43.03610,-75.39620
13342,42.63150,-75.18660
13343,43.73230,-75.36690
13345,43.68860,-75.33020
13346,42.82310,-75.54340
13348,42.69500,-75.05500
13350,43.03070,-74.98760
13352,43.31260,-75.11690
13353,43.39150,-74.74000
13354,43.24840,-75.25350
13355,42.82370,-75.43670
13357,43.00640,-75.04840
13360,43.74800,-74.78460
13361,42.91480,-74.95150
13362,42.98030,-75.51860
13363,43.31480,-75.50550
13364,42.80870,-75.25270
13365,43.04740,-74.86060
13367,43.78930,-75.41560
13368,43.62620,-75.35530
13401,43.26720,-75.68820
13402,42.89690,-75.50760
13403,43.16390,-75.27830
13404,43.73760,-75.46960
13406,43.13690,-74.92400
13407,42.99000,-74.98530
13408,42.91080,-75.64870
13409,42.98630,-75.59400
13410,42.93790,-74.61170
13411,42.62240,-75.34740
13413,43.06540,-75.29060
13415,42.59040,-75.19570
13416,43.18000,-74.98610
13417,43.10000,-75.29370
13418,42.85010,-75.38150
13420,43.74350,-74.89350
13421,43.08620,-75.65080
13424,43.15240,-75.34340
13425,42.95760,-75.48380
13426,43.56280,-75.99680
13428,42.92210,-74.57080
13431,43.21150,-75.07310
13433,43.58020,-75.32630
13435,43.30520,-75.15020
13436,43.81310,-74.65740
13437,43.56580,-75.82420
13438,43.33850,-75.16160
13439,42.84020,-74.97160
13440,43.21930,-75.44980
13441,43.22640,-75.40830
13442,43.21280,-75.45570
13449,43.23930,-75.47800
13450,42.70800,-74.80250
13452,43.01700,-74.64600
13454,43.16250,-74.78090
13455,42.91620,-75.35450
13456,43.00730,-75.26260
13457,42.77580,-75.04850
13459,42.76340,-74.59190
13460,42.68590,-75.48300
13461,43.07040,-75.59900
13464,42.68960,-75.61210
13465,42.91060,-75.51770
13468,42.83880,-74.85900
13469,43.22290,-75.28990
13470,43.17910,-74.67680
13471,43.33660,-75.60270
13472,43.70010,-75.00180
13473,43.64410,-75.41320
13475,42.89510,-74.82760
13476,43.09450,-75.56270
13477,43.04430,-75.52100
13478,43.14730,-75.57240
13479,43.05380,-75.27160
13480,42.93320,-75.38150
13482,42.70430,-75.18490
13483,43.41170,-75.82260
13484,42.85450,-75.65600
13485,42.78680,-75.31490
13486,43.32940,-75.31510
13488,42.68090,-74.76530
13489,43.45970,-75.51270
13490,43.10170,-75.45330
13491,42.88260,-75.18350
13492,43.11580,-75.30950
13493,43.41060,-75.90440
13494,43.52490,-75.14280
13495,43.11160,-75.27560
13501,43.08710,-75.23150
13502,43.10670,-75.23140
13503,43.10190,-75.23120
13504,43.10090,-75.23270
13505,43.10090,-75.23270
13599,43.10090,-75.23270
13601,43.97430,-75.91220
13602,44.03540,-75.75400
13603,43.90870,-75.89670
13605,43.80620,-76.04900
13606,43.86310,-76.00410
13607,44.33590,-75.91770
13608,44.23580,-75.60050
13611,43.77800,-76.12590
13612,44.00420,-75.79580
13613,44.84670,-74.74730
13614,44.55250,-75.67220
13615,44.00700,-75.98410
13616,44.02650,-75.84990
13617,44.59240,-75.16280
13618,44.12440,-76.31640
13619,43.97910,-75.60130
13620,43.88430,-75.46040
13621,44.86720,-75.07300
13622,44.08480,-76.12320
13623,44.44200,-75.75690
13624,44.14420,-76.06200
13625,44.50160,-74.93270
13626,43.88010,-75.68390
13627,43.92980,-75.58910
13628,44.03560,-75.68380
13630,44.48960,-75.28710
13631,43.89980,-75.58240
13632,44.13950,-76.06160
13633,44.49890,-75.47720
